Species	Phylum	Order	Genus	TaxID	Num_Prot	niacin_synthesis	nadB_niacin_asp	nadA_niacin_asp	nadC_niacin_asp	kmo_niacin_trp	hpaB_niacin_trp	kynu_niacin_trp	had_niacin_trp
Leptotrichia sp. oral taxon 212	Fusobacteria	Fusobacteriales	Leptotrichia	712357	4215	0	0	0	0	0	0	0	0
Acinetobacter sp. CIP 102637	Proteobacteria	Pseudomonadales	Acinetobacter	1144669	3925	1	1	1	1	0	0	0	0
Acinetobacter sp. CIP 102529	Proteobacteria	Pseudomonadales	Acinetobacter	1144668	3415	1	1	1	1	0	0	0	0
Synergistes jonesii	Synergistetes	Synergistales	Synergistes	2754	4952	0	0	0	1	0	0	0	0
Neisseria polysaccharea	Proteobacteria	Neisseriales	Neisseria	489	3161	1	1	1	1	0	0	0	0
Neisseria mucosa	Proteobacteria	Neisseriales	Neisseria	488	6253	1	1	1	1	0	0	0	0
Neisseria meningitidis	Proteobacteria	Neisseriales	Neisseria	487	1115797	1	1	1	1	0	0	0	0
Neisseria lactamica	Proteobacteria	Neisseriales	Neisseria	486	11845	1	1	1	1	0	0	0	0
Neisseria gonorrhoeae	Proteobacteria	Neisseriales	Neisseria	485	546782	1	1	1	1	0	0	0	0
Neisseria flavescens	Proteobacteria	Neisseriales	Neisseria	484	3219	1	1	1	1	0	0	0	0
Moraxella catarrhalis	Proteobacteria	Pseudomonadales	Moraxella	480	14992	1	1	1	1	0	0	0	0
Butyrivibrio sp. XPD2006	Firmicutes	Clostridiales	Butyrivibrio	1280668	3191	0	0	0	0	0	0	0	0
Dorea sp. AGR2135	Firmicutes	Clostridiales	Dorea	1280669	2127	1	1	1	1	0	0	0	0
Butyrivibrio sp. VCD2006	Firmicutes	Clostridiales	Butyrivibrio	1280664	3711	0	1	0	0	0	0	0	0
Butyrivibrio sp. XPD2002	Firmicutes	Clostridiales	Butyrivibrio	1280665	2684	0	0	0	0	0	0	0	0
Butyrivibrio sp. AE3009	Firmicutes	Clostridiales	Butyrivibrio	1280666	3277	0	0	0	0	0	0	0	0
Butyrivibrio sp. VCB2001	Firmicutes	Clostridiales	Butyrivibrio	1280667	2817	0	0	0	0	0	0	0	0
Butyrivibrio sp. AE2015	Firmicutes	Clostridiales	Butyrivibrio	1280663	3042	0	1	0	0	0	0	0	0
Mastigocladopsis repens	Cyanobacteria	Stigonematales	Mastigocladopsis	221287	5223	1	1	1	1	0	0	0	0
bacterium JGI-3	root	root	root	1643430	2352	1	1	1	1	0	0	0	0
bacterium JGI-4	root	root	root	1643431	2300	1	1	1	1	0	0	0	0
Streptomyces sp. NTK 937	Actinobacteria	Streptomycetales	Streptomyces	1487711	10284	1	1	1	1	0	0	1	1
Sulfobacillus acidophilus TPY	Firmicutes	Clostridiales	Sulfobacillus	1051632	3755	1	1	1	1	0	1	1	0
Photorhabdus temperata	Proteobacteria	Enterobacteriales	Photorhabdus	574560	16137	1	1	1	1	0	1	0	0
Veillonella montpellierensis	Firmicutes	Selenomonadales	Veillonella	187328	2726	0	1	0	0	0	0	0	0
Nostoc piscinale CENA21	Cyanobacteria	Nostocales	Nostoc	224013	5022	0	1	1	0	1	0	0	0
Bifidobacterium reuteri	Actinobacteria	Bifidobacteriales	Bifidobacterium	983706	2077	0	1	0	0	0	0	0	0
Cellvibrio sp. pealriver	Proteobacteria	Cellvibrionales	Cellvibrio	1622269	3657	1	1	1	1	0	0	0	0
Rhizobium sullae	Proteobacteria	Rhizobiales	Rhizobium	50338	6952	1	1	1	1	0	0	0	0
Delftia sp. 670	Proteobacteria	Burkholderiales	Delftia	1537702	5961	0	1	1	0	0	1	1	0
Tenacibaculum dicentrarchi	Bacteroidetes	Flavobacteriales	Tenacibaculum	669041	4854	0	1	0	1	1	0	1	1
Corynebacterium striatum	Actinobacteria	Corynebacteriales	Corynebacterium	43770	7933	1	1	1	1	0	0	0	0
Corynebacterium urealyticum	Actinobacteria	Corynebacteriales	Corynebacterium	43771	4375	1	1	1	1	0	0	0	0
Epilithonimonas sp. FH1	Bacteroidetes	Flavobacteriales	Epilithonimonas	1233951	6785	1	1	1	1	0	0	0	0
Paenibacillus daejeonensis	Firmicutes	Bacillales	Paenibacillus	135193	6231	1	1	1	1	0	0	0	0
Burkholderia jiangsuensis	Proteobacteria	Burkholderiales	Burkholderia	1458357	14782	1	1	1	1	1	1	1	0
Sulfitobacter sp. CB2047	Proteobacteria	Rhodobacterales	Sulfitobacter	1525218	5994	0	1	0	0	0	0	1	0
Halocynthiibacter arcticus	Proteobacteria	Rhodobacterales	Halocynthiibacter	1579316	3943	0	1	0	0	1	0	0	0
[Clostridium] viride	Firmicutes	Clostridiales	Ruminiclostridium	47246	2179	1	1	1	1	0	1	0	0
Rubrivivax gelatinosus	Proteobacteria	Burkholderiales	Rubrivivax	28068	7611	1	1	1	1	0	0	1	0
Bacillus atrophaeus	Firmicutes	Bacillales	Bacillus	1452	13298	1	1	1	1	0	0	1	0
Delftia sp. Cs1-4	Proteobacteria	Burkholderiales	Delftia	742013	9535	1	1	1	1	0	1	1	0
Burkholderia dilworthii	Proteobacteria	Burkholderiales	Burkholderia	948106	6316	1	1	1	1	1	0	1	0
Burkholderia sprentiae	Proteobacteria	Burkholderiales	Burkholderia	948107	6491	1	1	1	1	1	0	1	0
Candidatus Bartonella ancashi	Proteobacteria	Rhizobiales	Bartonella	1318743	2515	0	1	0	0	0	0	0	0
Actinomyces sp. MS2	Actinobacteria	Actinomycetales	Actinomyces	1325934	2126	0	1	0	0	0	0	0	0
Nocardioides alkalitolerans	Actinobacteria	Propionibacteriales	Nocardioides	281714	4377	1	1	1	1	0	0	1	0
Clostridium polynesiense	Firmicutes	Clostridiales	Clostridium	1325933	3198	0	0	0	0	0	0	0	0
Desulfarculus baarsii	Proteobacteria	Desulfarculales	Desulfarculus	453230	3191	1	1	1	1	0	1	0	0
Desulfovibrio piger	Proteobacteria	Desulfovibrionales	Desulfovibrio	901	2316	1	1	1	1	0	0	0	0
Megasphaera elsdenii	Firmicutes	Selenomonadales	Megasphaera	907	8109	1	1	1	1	0	1	0	0
Acidaminococcus fermentans	Firmicutes	Selenomonadales	Acidaminococcus	905	2024	1	1	1	1	0	0	0	0
Bacteroides graminisolvens	Bacteroidetes	Bacteroidales	Bacteroides	477666	3314	1	1	1	1	0	0	0	0
Sporosarcina globispora	Firmicutes	Bacillales	Sporosarcina	1459	10249	1	1	1	1	0	1	1	1
Thiothrix disciformis	Proteobacteria	Thiotrichales	Thiothrix	125614	3643	1	1	1	1	0	0	1	0
Blautia sp. GD8	Firmicutes	Clostridiales	Blautia	1737424	2250	1	1	1	1	0	0	0	0
Bathymodiolus azoricus thioautotrophic gill symbiont	Proteobacteria	root	root	235205	3473	1	1	1	1	0	0	0	0
Bacillus sp. A053	Firmicutes	Bacillales	Bacillus	1590027	6310	1	1	1	1	0	1	1	0
Firmicutes bacterium CAG:124	Firmicutes	root	root	1263002	2363	0	1	0	0	0	0	0	0
Firmicutes bacterium CAG:114	Firmicutes	root	root	1263001	2221	0	0	0	0	0	1	0	0
Firmicutes bacterium CAG:110	Firmicutes	root	root	1263000	2310	0	0	0	0	0	0	0	0
Firmicutes bacterium CAG:170	Firmicutes	root	root	1263006	2233	0	1	0	0	0	0	0	0
Firmicutes bacterium CAG:137	Firmicutes	root	root	1263004	2346	0	1	0	0	0	0	0	0
Streptomyces sp. HCCB10043	Actinobacteria	Streptomycetales	Streptomyces	1396518	6951	1	1	1	1	1	1	1	0
Firmicutes bacterium CAG:194	Firmicutes	root	root	1263008	2310	0	0	0	0	0	0	0	0
Streptomyces sp. 142MFCol3.1	Actinobacteria	Streptomycetales	Streptomyces	1172179	7955	1	1	1	1	1	1	1	0
Cetobacterium somerae	Fusobacteria	Fusobacteriales	Cetobacterium	188913	2738	0	1	0	0	0	0	0	0
gamma proteobacterium HdN1	Proteobacteria	root	root	83406	7399	1	1	1	1	0	0	0	0
Rufibacter tibetensis	Bacteroidetes	Cytophagales	Rufibacter	512763	4111	0	1	0	1	1	0	1	1
Aliihoeflea sp. 2WW	Proteobacteria	Rhizobiales	Aliihoeflea	1381123	3846	0	1	0	0	0	0	1	0
Bacillus muralis	Firmicutes	Bacillales	Bacillus	264697	4511	1	1	1	1	0	1	1	1
Burkholderia sp. MSMB1078WGS	Proteobacteria	Burkholderiales	Burkholderia	1637900	8754	1	1	1	1	0	0	1	0
Paenibacillus stellifer	Firmicutes	Bacillales	Paenibacillus	169760	9240	1	1	1	1	0	0	0	0
Elizabethkingia anophelis	Bacteroidetes	Flavobacteriales	Elizabethkingia	1117645	24940	1	1	1	1	1	0	0	0
Rhizobiales bacterium YIM 77505	Proteobacteria	Rhizobiales	root	1411123	3763	0	1	0	0	1	0	0	0
Mycobacterium wolinskyi	Actinobacteria	Corynebacteriales	Mycobacterium	59750	6918	1	1	1	1	1	1	0	0
Pseudomonas sp. EpSL25	Proteobacteria	Pseudomonadales	Pseudomonas	1749078	9205	1	1	1	1	0	0	0	0
Brucella sp. NF 2653	Proteobacteria	Rhizobiales	Brucella	693748	2965	0	1	0	0	0	0	0	0
Burkholderia thailandensis	Proteobacteria	Burkholderiales	Burkholderia	57975	45916	1	1	1	1	0	1	1	0
Betaproteobacteria bacterium MOLA814	Proteobacteria	root	root	1408164	5241	1	1	1	1	0	0	1	0
Pseudomonas moraviensis	Proteobacteria	Pseudomonadales	Pseudomonas	321662	3335	0	1	1	0	0	0	0	0
Staphylococcus vitulinus	Firmicutes	Bacillales	Staphylococcus	71237	2454	0	1	0	0	1	0	1	0
Stappia stellulata	Proteobacteria	Rhodobacterales	Stappia	71235	4079	1	1	1	1	1	0	1	1
Anoxybacillus gonensis	Firmicutes	Bacillales	Anoxybacillus	198467	6927	1	1	1	1	0	0	0	0
Devosia epidermidihirudinis	Proteobacteria	Rhizobiales	Devosia	1293439	6929	1	1	1	1	1	0	0	0
Pseudomonas sp. 655	Proteobacteria	Pseudomonadales	Pseudomonas	1705718	9976	1	1	1	1	1	0	0	0
Sphingomonas sp. Ant H11	Proteobacteria	Sphingomonadales	Sphingomonas	1564113	3031	0	1	0	1	0	0	1	0
Nitriliruptor alkaliphilus	Actinobacteria	Nitriliruptorales	Nitriliruptor	427918	4994	1	1	1	1	0	0	1	0
Rhodococcus sp. B7740	Actinobacteria	Corynebacteriales	Rhodococcus	1564114	8651	1	1	1	1	1	0	1	0
Xanthomonas sp. Nyagatare	Proteobacteria	Xanthomonadales	Xanthomonas	1552758	7229	0	1	0	1	1	0	1	1
Rhizobium grahamii	Proteobacteria	Rhizobiales	Rhizobium	1120045	6423	1	1	1	1	0	0	0	0
Candidatus Kuenenia stuttgartiensis	Planctomycetes	Candidatus Brocadiales	Candidatus Kuenenia	174633	4709	1	1	1	1	0	0	0	0
Pantoea sp. GM01	Proteobacteria	Enterobacteriales	Pantoea	1144320	7989	1	1	1	1	0	0	0	0
Corynebacterium ammoniagenes	Actinobacteria	Corynebacteriales	Corynebacterium	1697	2502	1	1	1	1	0	0	0	0
Pseudomonas sp. GM16	Proteobacteria	Pseudomonadales	Pseudomonas	1144322	5963	1	1	1	1	0	0	0	0
Bacillus sp. FJAT-22090	Firmicutes	Bacillales	Bacillus	1581038	7203	0	1	0	0	0	1	1	0
Bifidobacterium magnum	Actinobacteria	Bifidobacteriales	Bifidobacterium	1692	3061	0	1	0	0	0	0	0	0
Bifidobacterium minimum	Actinobacteria	Bifidobacteriales	Bifidobacterium	1693	3069	1	1	1	1	0	0	0	0
Pseudomonas sp. GM24	Proteobacteria	Pseudomonadales	Pseudomonas	1144326	5968	1	1	1	1	0	0	0	0
Pseudomonas sp. GM25	Proteobacteria	Pseudomonadales	Pseudomonas	1144327	10203	1	1	1	1	0	0	0	0
Pseudomonas sp. GM30	Proteobacteria	Pseudomonadales	Pseudomonas	1144328	9794	1	1	1	1	0	0	0	0
Pseudomonas sp. GM33	Proteobacteria	Pseudomonadales	Pseudomonas	1144329	10980	1	1	1	1	0	0	1	0
Bacillus sp. FJAT-21352	Firmicutes	Bacillales	Bacillus	1581030	7985	1	1	1	1	0	1	1	0
Bacillus sp. FJAT-22058	Firmicutes	Bacillales	Bacillus	1581037	7907	1	1	1	1	0	1	1	1
Brucella sp. F96/2	Proteobacteria	Rhizobiales	Brucella	437671	3224	0	1	0	0	0	0	0	0
Bacillus sp. FJAT-21955	Firmicutes	Bacillales	Bacillus	1581034	3970	1	1	1	1	1	0	0	0
Halomonas hydrothermalis	Proteobacteria	Oceanospirillales	Halomonas	115561	6354	1	1	1	1	0	0	0	0
Brucella sp. F23/97	Proteobacteria	Rhizobiales	Brucella	437670	3154	0	1	0	0	0	0	0	0
Clostridium sp. CAG:967	Firmicutes	Clostridiales	Clostridium	1262849	2035	1	1	1	1	0	0	0	0
Niveispirillum irakense	Proteobacteria	Rhodospirillales	Niveispirillum	34011	4560	1	1	1	1	1	0	1	0
Azospirillum halopraeferens	Proteobacteria	Rhodospirillales	Azospirillum	34010	5700	1	1	1	1	0	0	1	0
Clostridium sp. CAG:81	Firmicutes	Clostridiales	Clostridium	1262842	2479	0	0	0	0	0	0	0	0
Roseobacter sp. MED193	Proteobacteria	Rhodobacterales	Roseobacter	314262	8653	1	1	1	1	0	0	1	0
Idiomarina sp. 28-8	Proteobacteria	Alteromonadales	Idiomarina	1260624	2061	1	1	1	1	0	0	1	0
Streptomyces hokutonensis	Actinobacteria	Streptomycetales	Streptomyces	1306990	10100	1	1	1	1	1	0	1	0
Emticicia oligotrophica	Bacteroidetes	Cytophagales	Emticicia	312279	4216	1	1	1	1	1	0	1	0
Flavobacterium indicum	Bacteroidetes	Flavobacteriales	Flavobacterium	312277	2646	0	1	0	1	1	0	1	1
Paenibacillus pasadenensis	Firmicutes	Bacillales	Paenibacillus	217090	4564	1	1	1	1	0	1	0	0
Oceanithermus profundus	Deinococcus-Thermus	Thermales	Oceanithermus	187137	2337	0	1	0	0	0	0	0	0
Virgibacillus pantothenticus	Firmicutes	Bacillales	Virgibacillus	1473	7988	1	1	1	1	0	1	1	0
Acidothermus cellulolyticus	Actinobacteria	Acidothermales	Acidothermus	28049	2091	1	1	1	1	0	0	0	0
Bacillus methanolicus	Firmicutes	Bacillales	Bacillus	1471	6204	1	1	1	1	0	0	0	0
Sporosarcina psychrophila	Firmicutes	Bacillales	Sporosarcina	1476	4241	0	1	0	0	0	1	1	0
Corynebacterium ulceribovis	Actinobacteria	Corynebacteriales	Corynebacterium	487732	2010	1	1	1	1	0	0	0	0
Serratia fonticola	Proteobacteria	Enterobacteriales	Serratia	47917	31156	1	1	1	1	0	0	0	0
Bacillus simplex	Firmicutes	Bacillales	Bacillus	1478	28521	1	1	1	1	0	1	1	1
Bacillus smithii	Firmicutes	Bacillales	Bacillus	1479	8786	1	1	1	1	0	1	1	0
Campylobacter sp. RM16704	Proteobacteria	Campylobacterales	Campylobacter	1500960	2953	0	1	0	0	0	0	0	0
Prevotella sp. AGR2160	Bacteroidetes	Bacteroidales	Prevotella	1280674	2372	1	1	1	1	0	0	0	0
Clostridium sp. mt5	Firmicutes	Clostridiales	Clostridium	1622073	2317	0	1	0	0	0	0	0	0
Bacillus sp. SIT10	Firmicutes	Bacillales	Bacillus	1622072	3569	1	1	1	1	0	1	1	0
Aeromonas aquatica	Proteobacteria	Aeromonadales	Aeromonas	558964	3545	1	1	1	1	0	0	0	0
Butyrivibrio sp. AD3002	Firmicutes	Clostridiales	Butyrivibrio	1280670	2402	0	0	0	0	0	0	0	0
Shewanella putrefaciens	Proteobacteria	Alteromonadales	Shewanella	24	8699	0	1	1	0	0	0	1	0
Shewanella colwelliana	Proteobacteria	Alteromonadales	Shewanella	23	3834	1	1	1	1	0	0	1	0
Devriesea agamarum	Actinobacteria	Micrococcales	Devriesea	472569	2297	0	1	0	0	0	0	0	0
Deferribacter desulfuricans	Deferribacteres	Deferribacterales	Deferribacter	197162	2392	1	1	1	1	0	0	0	0
Roseobacter sp. GAI101	Proteobacteria	Rhodobacterales	Roseobacter	391589	8239	0	1	0	0	0	0	1	0
Paraliobacillus sp. PM-2	Firmicutes	Bacillales	Paraliobacillus	1462524	2786	1	1	1	1	0	0	0	0
Oceanobacillus sp. S5	Firmicutes	Bacillales	Oceanobacillus	1462527	4900	0	1	0	0	0	0	1	0
Lactobacillus hokkaidonensis	Firmicutes	Lactobacillales	Lactobacillus	1193095	4346	0	1	0	0	0	0	0	0
Sphingomonas sp. KC8	Proteobacteria	Sphingomonadales	Sphingomonas	1030157	3740	1	1	1	1	0	0	1	1
Pedobacter sp. Leaf194	Bacteroidetes	Sphingobacteriales	Pedobacter	1736297	7736	1	1	1	1	0	0	1	0
Acidovorax sp. Leaf191	Proteobacteria	Burkholderiales	Acidovorax	1736296	4994	1	1	1	1	0	0	1	0
Sphingomonas paucimobilis	Proteobacteria	Sphingomonadales	Sphingomonas	13689	8729	1	1	1	1	1	0	0	0
Methylobacterium radiotolerans	Proteobacteria	Rhizobiales	Methylobacterium	31998	23689	1	1	1	1	0	0	0	0
Frigoribacterium sp. Leaf186	Actinobacteria	Micrococcales	Frigoribacterium	1736293	5685	0	1	0	0	0	0	1	0
Vibrio sp. S234-5	Proteobacteria	Vibrionales	Vibrio	1616781	7970	1	1	1	1	0	0	0	0
Curtobacterium sp. Leaf183	Actinobacteria	Micrococcales	Curtobacterium	1736291	6451	1	1	1	1	0	0	0	0
Brevibacillus sp. Leaf182	Firmicutes	Bacillales	Brevibacillus	1736290	10374	1	1	1	1	0	1	1	1
Borrelia duttonii	Spirochaetes	Spirochaetales	Borrelia	40834	2032	0	0	0	0	0	0	0	0
Paenibacillus bovis	Firmicutes	Bacillales	Paenibacillus	1616788	4140	1	1	1	1	0	0	0	0
Sphingomonas sp. Leaf198	Proteobacteria	Sphingomonadales	Sphingomonas	1736299	6812	1	1	1	1	0	0	1	0
Exiguobacterium sp. Leaf196	Firmicutes	Bacillales	Exiguobacterium	1736298	4671	1	1	1	1	0	0	1	0
Nocardia vinacea	Actinobacteria	Corynebacteriales	Nocardia	96468	8627	1	1	1	1	1	0	0	0
Blautia sp. KLE 1732	Firmicutes	Clostridiales	Blautia	1226324	5940	1	1	1	1	0	0	0	0
Oscillibacter sp. KLE 1745	Firmicutes	Clostridiales	Oscillibacter	1226323	4452	0	0	0	0	0	1	0	0
Oscillibacter sp. KLE 1728	Firmicutes	Clostridiales	Oscillibacter	1226322	4433	0	0	0	0	0	1	0	0
Altererythrobacter troitsensis	Proteobacteria	Sphingomonadales	Altererythrobacter	292222	2754	1	1	1	1	0	0	1	0
Mycobacterium vaccae	Actinobacteria	Corynebacteriales	Mycobacterium	1810	6014	1	1	1	1	0	1	0	0
Nocardia asteroides NBRC 15531	Actinobacteria	Corynebacteriales	Nocardia	1110697	6722	1	1	1	1	1	0	0	0
Marinitoga sp. 1155	Thermotogae	Petrotogales	Marinitoga	1428448	4185	0	0	1	1	0	0	0	0
Marinitoga sp. 1197	Thermotogae	Petrotogales	Marinitoga	1428449	3992	0	0	1	1	0	0	0	0
Burkholderia sp. MSMB122	Proteobacteria	Burkholderiales	Burkholderia	995020	5693	1	1	1	1	0	0	1	0
'Deinococcus soli' Cha et al. 2014	Deinococcus-Thermus	Deinococcales	Deinococcus	1309411	5847	1	1	1	1	0	0	0	0
Bacillus acidiproducens	Firmicutes	Bacillales	Bacillus	1121084	3049	1	1	1	1	0	0	0	0
Enterobacter sp. DC1	Proteobacteria	Enterobacteriales	Enterobacter	314330	6757	1	1	1	1	0	1	0	0
[Eubacterium] cellulosolvens	Firmicutes	Clostridiales	Eubacterium	29322	5243	1	1	1	1	0	0	0	0
Acetobacter ghanensis	Proteobacteria	Rhodospirillales	Acetobacter	431306	5072	1	1	1	1	0	0	0	0
Moorea producens	Cyanobacteria	Oscillatoriales	Moorea	1155739	6030	1	1	1	1	1	0	0	0
Mycobacterium sp. H092	Actinobacteria	Corynebacteriales	Mycobacterium	1720573	5446	1	1	1	1	1	0	0	0
Lewinella cohaerens	Bacteroidetes	Sphingobacteriales	Lewinella	70995	5340	0	1	0	1	1	0	1	1
Algicola sagamiensis	Proteobacteria	Alteromonadales	Algicola	163869	3869	1	1	1	1	0	0	0	0
Syntrophobotulus glycolicus	Firmicutes	Clostridiales	Syntrophobotulus	51197	3042	1	1	1	1	0	0	0	0
Bacteroides sp. 2_1_22	Bacteroidetes	Bacteroidales	Bacteroides	469588	4780	1	1	1	1	0	0	0	0
Bacteroides sp. 2_1_33B	Bacteroidetes	Bacteroidales	Bacteroides	469589	5966	1	1	1	1	0	0	0	0
Bacteroides sp. 1_1_6	Bacteroidetes	Bacteroidales	Bacteroides	469586	7269	1	1	1	1	0	0	0	0
Bacteroides sp. 2_1_16	Bacteroidetes	Bacteroidales	Bacteroides	469587	5340	1	1	1	1	0	0	0	0
Bacteroides sp. 1_1_14	Bacteroidetes	Bacteroidales	Bacteroides	469585	4760	1	1	1	1	0	0	0	0
Desulfitobacterium metallireducens	Firmicutes	Clostridiales	Desulfitobacterium	142877	2887	1	1	1	1	0	1	0	0
Eremococcus coleocola	Firmicutes	Lactobacillales	Eremococcus	88132	2919	0	1	0	0	0	0	0	0
Streptomyces sp. NRRL B-1140	Actinobacteria	Streptomycetales	Streptomyces	1415549	13540	1	1	1	1	1	1	1	0
Streptomyces sp. MMG1522	Actinobacteria	Streptomycetales	Streptomyces	1415545	8114	1	1	1	1	0	0	1	1
Streptomyces sp. MMG1121	Actinobacteria	Streptomycetales	Streptomyces	1415544	15416	1	1	1	1	0	0	1	0
Streptomyces sp. MMG1533	Actinobacteria	Streptomycetales	Streptomyces	1415546	17198	1	1	1	1	1	0	1	0
Micromonospora sp. NRRL B-16802	Actinobacteria	Micromonosporales	Micromonospora	1415541	11286	1	1	1	1	1	1	1	1
Saccharothrix sp. NRRL B-16348	Actinobacteria	Pseudonocardiales	Saccharothrix	1415542	17554	1	1	1	1	1	0	1	0
Candidatus Protochlamydia amoebophila	Chlamydiae	Chlamydiales	Candidatus Protochlamydia	362787	5274	0	1	0	0	0	0	0	0
Spiroplasma cantharicola	Tenericutes	Entomoplasmatales	Spiroplasma	362837	2014	0	0	0	0	0	0	0	0
Paenibacillus jilunlii	Firmicutes	Bacillales	Paenibacillus	682956	5766	1	1	1	1	0	0	0	0
Sphingopyxis fribergensis	Proteobacteria	Sphingomonadales	Sphingopyxis	1515612	9094	1	1	1	1	0	0	1	0
Porphyromonas sp. COT-239 OH1446	Bacteroidetes	Bacteroidales	Porphyromonas	1515613	2925	0	1	0	0	0	1	0	0
Prauserella sp. Am3	Actinobacteria	Pseudonocardiales	Prauserella	1515610	9638	1	1	1	1	1	1	0	0
Pseudomonas sp. LFM046	Proteobacteria	Pseudomonadales	Pseudomonas	1608357	5046	0	1	0	1	0	0	1	0
Porphyromonas sp. COT-290 OH3588	Bacteroidetes	Bacteroidales	Porphyromonas	1515617	2918	0	1	0	0	0	1	0	0
Porphyromonas sp. COT-108 OH2963	Bacteroidetes	Bacteroidales	Porphyromonas	1515614	2748	1	1	1	1	0	1	0	0
Porphyromonas sp. COT-290 OH860	Bacteroidetes	Bacteroidales	Porphyromonas	1515615	2999	0	1	0	0	0	1	0	0
Anaerosalibacter sp. ND1	Firmicutes	Clostridiales	Anaerosalibacter	1347392	3019	0	0	1	1	0	1	0	0
Bacteroidaceae bacterium MS4	Bacteroidetes	Bacteroidales	root	1347393	3837	1	1	1	1	0	0	0	0
Porphyromonas sp. COT-052 OH4946	Bacteroidetes	Bacteroidales	Porphyromonas	1515618	2774	1	1	1	1	0	1	0	0
Enterobacter sp. GN02534	Proteobacteria	Enterobacteriales	Enterobacter	1659712	6382	1	1	1	1	0	1	0	0
Enterobacter sp. GN02548	Proteobacteria	Enterobacteriales	Enterobacter	1659713	6302	1	1	1	1	0	1	0	0
Enterobacter sp. GN02454	Proteobacteria	Enterobacteriales	Enterobacter	1659710	5081	1	1	1	1	0	1	0	0
Flavobacterium akiainvivens	Bacteroidetes	Flavobacteriales	Flavobacterium	1202724	7784	0	1	0	1	1	0	1	1
Enterobacter sp. GN02730	Proteobacteria	Enterobacteriales	Enterobacter	1659716	6466	1	1	1	1	0	1	0	0
Enterobacter sp. GN02600	Proteobacteria	Enterobacteriales	Enterobacter	1659714	6495	1	1	1	1	0	0	0	0
Enterobacter sp. GN02616	Proteobacteria	Enterobacteriales	Enterobacter	1659715	5657	1	1	1	1	0	1	0	0
Halobacillus kuroshimensis	Firmicutes	Bacillales	Halobacillus	302481	3798	1	1	1	1	0	1	1	0
Enterobacter sp. GN02825	Proteobacteria	Enterobacteriales	Enterobacter	1659718	4858	1	1	1	1	0	1	0	0
Enterobacter sp. GN03164	Proteobacteria	Enterobacteriales	Enterobacter	1659719	7844	1	1	1	1	0	1	0	0
Stackebrandtia nassauensis	Actinobacteria	Glycomycetales	Stackebrandtia	283811	6228	1	1	1	1	1	0	1	0
Leptonema illini	Spirochaetes	root	Leptonema	183	4117	1	1	1	1	0	0	0	0
Leptospirillum ferrooxidans	Nitrospirae	Nitrospirales	Leptospirillum	180	2836	1	1	1	1	0	0	0	0
Methylobacterium aquaticum	Proteobacteria	Rhizobiales	Methylobacterium	270351	46629	1	1	1	1	1	0	0	0
Magnetospirillum magnetotacticum	Proteobacteria	Rhodospirillales	Magnetospirillum	188	4070	1	1	1	1	0	0	0	0
Novispirillum itersonii	Proteobacteria	Rhodospirillales	Novispirillum	189	3673	1	1	1	1	0	0	1	0
Pseudomonas sp. St29	Proteobacteria	Pseudomonadales	Pseudomonas	1500687	9387	1	1	1	1	0	1	1	1
Nitratireductor aquibiodomus	Proteobacteria	Rhizobiales	Nitratireductor	204799	6410	0	1	0	0	0	0	1	0
Bacillus sp. FJAT-27997	Firmicutes	Bacillales	Bacillus	1679170	9255	1	1	1	1	0	1	0	0
Bacillus sp. 2_A_57_CT2	Firmicutes	Bacillales	Bacillus	665959	9293	1	1	1	1	0	0	1	0
Bacillus sp. BT1B_CT2	Firmicutes	Bacillales	Bacillus	665958	4871	1	1	1	1	0	0	1	0
Bacillus sp. 7_6_55CFAA_CT2	Firmicutes	Bacillales	Bacillus	665957	6843	1	1	1	1	0	0	1	0
Subdoligranulum sp. 4_3_54A2FAA	Firmicutes	Clostridiales	Subdoligranulum	665956	7833	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium 8_1_57FAA	Firmicutes	Clostridiales	root	665951	2722	1	1	1	1	0	0	0	0
Lachnospiraceae bacterium 3_1_46FAA	Firmicutes	Clostridiales	root	665950	3635	1	1	1	1	0	0	0	0
Arthrobacter sp. IHBB 11108	Actinobacteria	Micrococcales	Arthrobacter	1618207	6123	1	1	1	1	1	1	1	0
Puniceibacterium sp. IMCC21224	Proteobacteria	Rhodobacterales	Puniceibacterium	1618204	10219	0	1	0	0	1	0	1	0
Pseudomonas sp. Lz4W	Proteobacteria	Pseudomonadales	Pseudomonas	1206777	6194	1	1	1	1	1	0	0	0
Dechloromonas denitrificans	Proteobacteria	Rhodocyclales	Dechloromonas	281362	3893	1	1	1	1	0	0	0	0
Flavobacterium denitrificans	Bacteroidetes	Flavobacteriales	Flavobacterium	281361	3920	1	1	1	1	1	0	1	1
Frischella perrara	Proteobacteria	Orbales	Frischella	1267021	4484	0	0	0	0	0	0	0	0
Fusobacterium periodonticum	Fusobacteria	Fusobacteriales	Fusobacterium	860	7932	1	1	1	1	0	0	0	0
Syntrophomonas wolfei	Firmicutes	Clostridiales	Syntrophomonas	863	5310	1	1	1	1	0	0	0	0
Brochothrix thermosphacta	Firmicutes	Bacillales	Brochothrix	2756	2890	0	0	0	0	0	0	0	0
Burkholderia bannensis	Proteobacteria	Burkholderiales	Burkholderia	765414	7229	1	1	1	1	1	0	1	0
