Species	Phylum	Order	Genus	TaxID	Num_Prot	B12_producer	niacin_synthesis	biotin_synthesis	anaerobic_synthesis	aerobic_synthesis	early_pathway	late_pathway	MCM_B12_related	METE_B12_related	METH_B12_related	RNR_I_B12_related	RNR_II_B12_related	bluB_B12_related	btuB_B12_transport	btuC_B12_transport	btuD_B12_transport	btuF_B12_transport	cbiZ_2_B12_related	cobA_aerobe_aerobic_synthesis	cobI_aerobic_synthesis	cobG_aerobic_synthesis	cobJ_aerobic_synthesis	cobM_aerobic_synthesis	cobF_aerobic_synthesis	cobK_aerobic_synthesis	cobL_aerobic_synthesis	cobH_aerobic_synthesis	cobB_aerobic_synthesis	cobN_aerobic_synthesis	cobS_aerobe_aerobic_synthesis	cobT_aerobe_aerobic_synthesis	cobR_aerobic_synthesis	cobO_aerobic_synthesis	cobQ_aerobic_synthesis	cobD_aerobic_synthesis	cobP_aerobic_synthesis	cobV_aerobic_synthesis	cobU_aerobe_aerobic_synthesis	cysG_anaerobic_synthesis	cbiXL_anaerobic_synthesis	cbiK_anaerobic_synthesis	cbiL_anaerobic_synthesis	cbiH_anaerobic_synthesis	cbiF_anaerobic_synthesis	cbiG_anaerobic_synthesis	cbiD_anaerobic_synthesis	cbiJ_anaerobic_synthesis	cbiE_anaerobic_synthesis	cbiT_anaerobic_synthesis	cbiC_anaerobic_synthesis	cbiA_anaerobic_synthesis	fldA_anaerobic_synthesis	cobA_anaerobe_anaerobic_synthesis	cbiP_anaerobic_synthesis	cbiB_anaerobic_synthesis	cobU_anaerobe_anaerobic_synthesis	cobS_anaerobe_anaerobic_synthesis	cobT_anaerobe_anaerobic_synthesis	cobC_anaerobic_synthesis	cblT_B12_related	cblS_B12_related	bzaA_anaerobic_DMB	bzaB_anaerobic_DMB	bzaC_anaerobic_DMB	bzaD_anaerobic_DMB	bzaE_anaerobic_DMB	B12_related	B12_transport	not_in
Modestobacter sp. Leaf380	Actinobacteria	Geodermatophilales	Modestobacter	1736356	8636	1	1	0	16	14	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	7	2	"bioB,cobV,cbiXL,btuF,btuB,cobF,cobG,pabC,cobJ,nrdA,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,RNR_I,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cobT_aerobe,cbiZ_2,nrdJ_alt"
Rhizobium sp. Leaf383	Proteobacteria	Rhizobiales	Rhizobium	1736357	4376	1	1	0	14	20	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	5	2	"bioB,cbiXL,btuF,btuB,cbiD,pabC,cobC,nrdA,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bzaE,RNR_I,fldA,bzaD,METH,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,cbiG,kynu,METE,cbiZ_2,nrdJ_alt"
Geodermatophilus sp. Leaf369	Actinobacteria	Geodermatophilales	Geodermatophilus	1736354	8157	1	1	0	17	15	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	7	2	"bioB,cobV,cbiXL,btuF,btuB,cobF,pabC,cobJ,nrdA,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,RNR_I,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiK,bzaC,bzaB,bzaA,cbiG,cobT_aerobe,cbiZ_2,nrdJ_alt"
Rhizobium sp. Leaf371	Proteobacteria	Rhizobiales	Rhizobium	1736355	4410	1	1	0	12	19	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	5	3	"bioB,cbiXL,btuF,cbiD,cobC,cobL,nrdA,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bzaE,RNR_I,fldA,bzaD,METH,cbiT,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,kynu,METE,cbiE,cbiZ_2,nrdJ_alt"
Methylobacterium sp. Leaf361	Proteobacteria	Rhizobiales	Methylobacterium	1736352	10856	1	1	1	14	19	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	5	3	"cobR,cbiXL,btuF,cbiD,cobC,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,kmo,had,hpaB,cblS,RNR_I,fldA,bzaD,cblT,cbiZ,cbiJ,cbiK,bzaC,cbiG,kynu,METE,cbiZ_2,nrdJ_alt"
Brevundimonas sp. Leaf363	Proteobacteria	Caulobacterales	Brevundimonas	1736353	5897	0	1	0	2	4	0	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	8	3	"cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,kynu,METE,cobU_anaerobe,cobU_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Sphingomonas sp. Leaf357	Proteobacteria	Sphingomonadales	Sphingomonas	1736350	7039	0	1	0	2	4	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	10	3	"cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,cobD,cbiD,cobF,cobG,pabC,cobB,cobC,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,cobU_anaerobe,cobU_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Flavobacterium sp. Leaf359	Bacteroidetes	Flavobacteriales	Flavobacterium	1736351	6605	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	"cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,hpaB,cblS,bioD2,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,METE,cbiF,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Empedobacter falsenii	Bacteroidetes	Flavobacteriales	Empedobacter	343874	3285	0	1	0	5	4	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	8	4	"bioB,cobP,cobQ,cobR,bluB,cbiXL,cobD,cbiD,cobF,cobG,pabC,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,kynu,cobU_anaerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Caenimonas sp. SL110	Proteobacteria	Burkholderiales	Caenimonas	1450524	4208	0	1	0	4	4	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	10	4	"bioB,cobV,cobP,bluB,cbiXL,cobS_anaerobe,cobD,cbiD,cobF,cobG,pabC,cobB,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdG,kmo,had,cblS,bioD2,bioD1,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Anaerobiospirillum succiniciproducens	Proteobacteria	Aeromonadales	Anaerobiospirillum	13335	2080	0	1	0	1	3	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	"cobV,cobP,cobQ,bluB,cbiXL,btuF,cobS_anaerobe,btuC,cbiD,cobF,cobG,pabC,pabB,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,kmo,had,cblS,bioD2,bioD1,bzaE,cobT_anaerobe,cobT_alt_dmb,cobA_anaerobe,bzaD,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,pabA,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,METE,cbiF,cobU_anaerobe,pabAB,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Pleomorphomonas oryzae	Proteobacteria	Rhizobiales	Pleomorphomonas	261934	4651	1	0	0	18	19	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	4	2	"bioB,cbiXL,btuF,btuB,cobF,nrdA,nrdB,nrdE,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bzaE,RNR_I,bzaD,METH,cblT,cbiZ,nadX,cbiK,bzaC,bzaB,bzaA,cbiG,MCM,kynu,METE,nadA,cbiZ_2,nrdJ_alt"
Paenibacillus sonchi	Firmicutes	Bacillales	Paenibacillus	373687	5120	1	0	0	15	8	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	1	1	8	2	"cobV,cobR,bluB,btuF,cobS_anaerobe,btuB,cobF,cobG,cobB,cobM,cobN,cobO,cobK,nrdB,nrdF,kmo,had,hpaB,cblS,bioD2,bioD1,bioF,cobA_anaerobe,cobS_aerobe,cobA_aerobe,cblT,cbiZ,nadX,cbiK,bzaC,cbiG,cbiA,MCM,kynu,METE,nadC,cbiF,cobT_aerobe,cbiZ_2,nrdJ_alt"
Carnobacterium inhibens	Firmicutes	Lactobacillales	Carnobacterium	147709	3748	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	"bioB,cobV,cobP,cobQ,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,pabB,cobB,cobC,cobL,cobM,cobN,cobO,cobH,cobI,cobJ,cobK,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,METH,cobA_aerobe,cbiT,cysG,cblT,cbiP,cbiL,cbiZ,pabA,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,METE,nadC,cbiF,nadA,cobU_anaerobe,pabAB,cobU_aerobe,nadB,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Spongiibacter marinus	Proteobacteria	Cellvibrionales	Spongiibacter	354246	3121	0	1	1	11	12	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	9	4	"cbiXL,cbiD,cobF,cobG,cobL,cobH,cobJ,cobK,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,nadX,cbiJ,cbiK,bzaC,cbiG,cbiC,kynu,METE,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Desulfuromonas acetoxidans	Proteobacteria	Desulfuromonadales	Desulfuromonas	891	3234	1	1	0	19	14	1	0	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	9	3	"bioB,cobR,bluB,cbiXL,btuF,cobF,cobG,pabC,cobN,nrdB,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bioF,fldA,cobS_aerobe,cblT,cbiZ,nadX,bzaC,kynu,cobT_aerobe,cbiZ_2,nrdJ_alt"
Actinoplanes sp. N902-109	Actinobacteria	Micromonosporales	Actinoplanes	649831	15974	1	1	0	13	17	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	6	2	"bioB,cobV,cbiXL,btuF,btuB,cbiD,pabC,nrdA,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bzaE,bioF,RNR_I,fldA,cobS_aerobe,bzaD,cblT,cbiL,cbiZ,nadX,cbiH,cbiK,bzaC,cbiG,METE,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Gorillibacterium sp. SN4	Firmicutes	Bacillales	Gorillibacterium	1689269	4541	0	1	0	6	6	0	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	13	3	"cobV,cobQ,cobR,bluB,cbiXL,btuB,cbiD,cobF,pabC,cobB,cobC,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,fldA,cobA_anaerobe,cobS_aerobe,cbiT,cblT,cbiP,cbiL,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiC,MCM,kynu,cobT_aerobe,cbiE,nrdJ_alt"
Desulfobulbus propionicus	Proteobacteria	Desulfobacterales	Desulfobulbus	894	3231	1	1	1	18	14	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	8	4	"cobR,bluB,cbiXL,cobF,cobG,pabC,cobK,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiJ,bzaC,kynu,METE,cobT_aerobe,nrdJ_alt"
Microvirga lupini	Proteobacteria	Rhizobiales	Microvirga	420324	8096	1	1	1	16	19	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	3	3	"RNR_II,cbiXL,btuF,cobF,cobC,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,had,hpaB,cblS,bioD2,bzaE,RNR_I,fldA,bzaD,cblT,cbiZ,nadX,cbiK,bzaC,cbiG,kynu,METE,cbiZ_2,nrdJ_alt,nrdZ"
Pseudomonas extremaustralis	Proteobacteria	Pseudomonadales	Pseudomonas	359110	5422	1	1	1	16	17	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	9	4	"cobV,cbiXL,cbiD,nrdB,nrdF,nrdG,kmo,had,hpaB,cblS,bzaE,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiK,bzaC,cbiG,MCM,kynu,cobT_aerobe,cbiZ_2,nrdJ_alt"
Obesumbacterium proteus	Proteobacteria	Enterobacteriales	Obesumbacterium	82983	7116	1	1	1	19	14	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	11	4	"bluB,cbiXL,cobF,cobG,cobN,cobK,kmo,had,hpaB,cblS,bzaE,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiJ,bzaC,MCM,kynu,cobT_aerobe,cbiZ_2,nrdJ_alt"
Leminorella grimontii	Proteobacteria	Enterobacteriales	Leminorella	82981	3694	0	0	0	9	7	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	11	4	"cobR,bluB,cbiXL,cobD,cbiD,cobF,cobG,pabC,cobB,cobL,cobN,cobH,cobI,cobJ,cobK,kmo,had,hpaB,cblS,bioF,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,kynu,nadA,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Promicromonospora sukumoe	Actinobacteria	Micrococcales	Promicromonospora	88382	5118	0	0	0	2	3	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	"bioB,cobV,cobP,cobQ,cobR,bluB,cbiXL,btuF,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobB,cobC,cobL,cobN,cobO,cobH,cobI,cobJ,cobK,nrdB,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bioD1,bzaE,bioF,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Pragia fontium	Proteobacteria	Enterobacteriales	Pragia	82985	6755	0	0	1	9	8	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	11	4	"bluB,cbiXL,cobD,cbiD,cobF,cobG,pabC,cobB,cobL,cobN,cobH,cobI,cobJ,cobK,kmo,had,hpaB,cblS,bzaE,cobS_aerobe,bzaD,cbiT,cblT,cbiL,cbiZ,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,MCM,kynu,nadC,nadA,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Mycobacterium sp. GA-2617	Actinobacteria	Corynebacteriales	Mycobacterium	1772272	5244	1	1	1	12	16	1	0	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	10	2	"cobV,cbiXL,btuF,cobS_anaerobe,btuB,cbiD,cobG,pabC,cobC,nrdD,nrdG,kmo,had,hpaB,cblS,bioD2,bzaE,fldA,cobS_aerobe,bzaD,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,cbiG,kynu,METE,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Lachnospiraceae bacterium NK4A136	Firmicutes	Clostridiales	root	877420	2073	1	0	0	16	11	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	4	2	"bioB,RNR_II,cobR,bluB,cbiXL,btuF,btuB,cobF,cobG,pabC,cobN,cobO,cobI,cobK,nrdA,nrdB,nrdE,nrdF,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,RNR_I,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cblT,cbiL,cbiZ,nadX,bzaC,bzaB,bzaA,MCM,kynu,nadC,nadA,nadB,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt,nrdZ"
Staphylococcus chromogenes	Firmicutes	Bacillales	Staphylococcus	46126	2179	0	0	1	3	3	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	"cobV,cobP,cobQ,cobR,bluB,cbiXL,cobS_anaerobe,btuB,cobD,cbiD,cobF,cobG,cobB,cobC,cobL,cobN,cobO,cobH,cobJ,cobK,kmo,had,hpaB,cblS,bioD2,bzaE,cobT_anaerobe,cobT_alt_dmb,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiJ,cbiK,bzaC,bzaB,bzaA,cbiG,cbiA,cbiB,cbiC,MCM,kynu,nadC,nadA,cobU_anaerobe,cobU_aerobe,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Chitinophagaceae bacterium PMP191F	Bacteroidetes	Sphingobacteriales	root	1691979	5138	0	1	1	6	5	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	9	2	"cobQ,cobR,bluB,cbiXL,btuF,btuC,cobD,cbiD,cobF,cobG,cobB,cobL,cobM,cobO,cobH,cobI,cobJ,cobK,nrdD,nrdF,nrdG,kmo,had,hpaB,cblS,bioD2,bzaE,fldA,cobA_anaerobe,cobS_aerobe,bzaD,cbiT,cblT,cbiP,cbiL,cbiZ,nadX,cbiH,cbiJ,cbiK,bzaC,cbiG,cbiA,cbiB,cbiC,cobT_aerobe,cbiE,cbiZ_2,nrdJ_alt"
Rhizobium mesoamericanum	Proteobacteria	Rhizobiales	Rhizobium	1079800	11452	1	1	1	15	20	0	1	1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	5	2	"cbiXL,btuF,btuB,cbiD,pabC,nrdA,nrdB,nrdD,nrdE,nrdF,nrdG,kmo,had,cblS,bioD2,bzaE,RNR_I,fldA,bzaD,cblT,cbiZ,nadX,cbiJ,cbiK,bzaC,cbiG,kynu,METE,cbiZ_2,nrdJ_alt"
Lachnospiraceae bacterium NK4A179	Firmicutes	Clostridiales	root	877424	2806	0	0	0	13	9	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	0	0	4	2	"bioB,RNR_II,cobP,cobR,bluB,cbiXL,btuF,btuB,cobF,cobG,pabC,cobB,cobM,cobN,cobI,nrdA,nrdB,nrdE,nrdF,kmo,had,hpaB,cblS,bioD2,bioD1,bio1,bzaE,bioF,RNR_I,fldA,cobS_aerobe,bzaD,cobA_aerobe,cysG,cblT,cbiL,cbiZ,nadX,bzaC,cbiG,cbiA,MCM,kynu,nadC,cbiF,nadA,cobU_anaerobe,nadB,cobT_aerobe,cbiZ_2,nrdJ_alt,nrdZ"
